OrderID,CustomerID,OrderDateTime,DeliveryDateTime,TotalAmount,DeliveryStatus
114,28,2024-01-05 17:00:00,2024-01-05 19:15:00,221,Delivered
115,220,2024-01-05 18:00:00,2024-01-05 20:17:00,243,Delivered
116,41,2024-01-05 19:00:00,2024-01-05 20:09:00,783,Delivered
117,228,2024-01-05 20:00:00,2024-01-05 21:44:00,554,Cancelled
118,192,2024-01-05 21:00:00,2024-01-05 21:41:00,467,Cancelled
119,145,2024-01-05 22:00:00,2024-01-05 22:56:00,858,Delivered
120,201,2024-01-05 23:00:00,2024-01-06 00:18:00,346,Delivered
121,212,2024-01-06 00:00:00,2024-01-06 01:29:00,144,Cancelled
122,220,2024-01-06 01:00:00,,864,Delivered
123,240,2024-01-06 02:00:00,2024-01-06 02:57:00,474,Delivered
124,46,2024-01-06 03:00:00,2024-01-06 05:34:00,390,Delivered
125,35,2024-01-06 04:00:00,2024-01-06 05:11:00,306,Delivered
126,253,2024-01-06 05:00:00,2024-01-06 06:46:00,618,Delivered
127,82,2024-01-06 06:00:00,2024-01-06 08:27:00,341,Delivered
128,256,2024-01-06 07:00:00,2024-01-06 07:51:00,721,Delivered
129,197,2024-01-06 08:00:00,2024-01-06 10:16:00,213,Delivered
130,10,2024-01-06 09:00:00,2024-01-06 10:49:00,918,Delivered
131,286,2024-01-06 10:00:00,2024-01-06 11:58:00,401,Delivered
132,242,2024-01-06 11:00:00,2024-01-06 12:42:00,375,Delivered
133,251,2024-01-06 12:00:00,2024-01-06 12:39:00,195,Delivered
134,5,2024-01-06 13:00:00,2024-01-06 13:49:00,393,Delivered
135,119,2024-01-06 14:00:00,2024-01-06 15:35:00,800,Delivered
136,289,2024-01-06 15:00:00,2024-01-06 17:33:00,459,Delivered
137,65,2024-01-06 16:00:00,2024-01-06 18:39:00,387,Delivered
138,146,2024-01-06 17:00:00,2024-01-06 18:47:00,253,Delivered
139,224,2024-01-06 18:00:00,2024-01-06 18:44:00,669,Delivered
140,239,2024-01-06 19:00:00,2024-01-06 20:53:00,522,Delivered
141,177,2024-01-06 20:00:00,2024-01-06 20:53:00,949,Delivered
142,267,2024-01-06 21:00:00,2024-01-06 23:19:00,149,Delivered
143,282,2024-01-06 22:00:00,2024-01-07 00:55:00,306,Delivered
144,63,2024-01-06 23:00:00,2024-01-07 01:37:00,663,Delivered
145,217,2024-01-07 00:00:00,2024-01-07 02:59:00,953,Delivered
146,283,2024-01-07 01:00:00,2024-01-07 02:05:00,982,Delivered
147,177,2024-01-07 02:00:00,2024-01-07 02:51:00,761,Delivered
148,98,2024-01-07 03:00:00,2024-01-07 04:49:00,664,Delivered
149,105,2024-01-07 04:00:00,2024-01-07 06:05:00,312,Delivered
150,99,2024-01-07 05:00:00,2024-01-07 07:57:00,165,Delivered
151,6,2024-01-07 06:00:00,2024-01-07 08:18:00,331,Delivered
152,197,2024-01-07 07:00:00,2024-01-07 09:58:00,984,Delivered
153,133,2024-01-07 08:00:00,2024-01-07 10:49:00,910,Delivered
154,259,2024-01-07 09:00:00,2024-01-07 10:56:00,949,Cancelled
155,23,2024-01-07 10:00:00,2024-01-07 11:15:00,762,Delivered
156,53,2024-01-07 11:00:00,2024-01-07 12:13:00,816,Delivered
157,165,2024-01-07 12:00:00,2024-01-07 13:23:00,419,Delivered
158,202,2024-01-07 13:00:00,2024-01-07 15:07:00,866,Delivered
159,83,2024-01-07 14:00:00,2024-01-07 14:56:00,236,Delivered
160,145,2024-01-07 15:00:00,2024-01-07 17:13:00,980,Delivered
161,85,2024-01-07 16:00:00,2024-01-07 17:48:00,746,Delivered
162,78,2024-01-07 17:00:00,2024-01-07 18:00:00,665,Delivered
163,1,2024-01-07 18:00:00,2024-01-07 19:52:00,164,Delivered
164,51,2024-01-07 19:00:00,2024-01-07 20:01:00,613,Delivered
165,173,2024-01-07 20:00:00,2024-01-07 21:04:00,231,Delivered
166,205,2024-01-07 21:00:00,2024-01-07 21:58:00,433,Delivered
167,260,2024-01-07 22:00:00,2024-01-08 00:04:00,131,Delivered
168,288,2024-01-07 23:00:00,2024-01-08 00:38:00,967,Delivered
169,34,2024-01-08 00:00:00,2024-01-08 01:58:00,997,Delivered
170,95,2024-01-08 01:00:00,2024-01-08 03:38:00,971,Delivered
171,72,2024-01-08 02:00:00,2024-01-08 03:56:00,597,Delivered
172,39,2024-01-08 03:00:00,2024-01-08 04:23:00,342,Delivered
173,154,2024-01-08 04:00:00,2024-01-08 05:23:00,291,Delivered
174,250,2024-01-08 05:00:00,2024-01-08 07:08:00,241,Delivered
175,162,2024-01-08 06:00:00,2024-01-08 08:36:00,759,Cancelled
176,118,2024-01-08 07:00:00,2024-01-08 09:20:00,700,Delivered
177,259,2024-01-08 08:00:00,2024-01-08 09:53:00,660,Delivered
178,268,2024-01-08 09:00:00,2024-01-08 09:58:00,747,Delivered
179,54,2024-01-08 10:00:00,2024-01-08 12:40:00,290,Delivered
180,236,2024-01-08 11:00:00,2024-01-08 13:17:00,248,Delivered
181,222,2024-01-08 12:00:00,2024-01-08 14:18:00,698,Delivered
182,251,2024-01-08 13:00:00,2024-01-08 13:33:00,515,Delivered
183,112,2024-01-08 14:00:00,2024-01-08 14:48:00,619,Delivered
184,255,2024-01-08 15:00:00,2024-01-08 17:50:00,834,Delivered
185,207,2024-01-08 16:00:00,2024-01-08 17:55:00,968,Delivered
186,229,2024-01-08 17:00:00,2024-01-08 19:20:00,115,Delivered
187,66,2024-01-08 18:00:00,2024-01-08 19:55:00,907,Delivered
188,75,2024-01-08 19:00:00,2024-01-08 20:11:00,205,Delivered
189,103,2024-01-08 20:00:00,2024-01-08 22:24:00,382,Delivered
190,192,2024-01-08 21:00:00,2024-01-08 22:12:00,203,Delivered
191,252,2024-01-08 22:00:00,2024-01-09 00:46:00,460,Delivered
192,226,2024-01-08 23:00:00,2024-01-09 00:08:00,757,Delivered
193,294,2024-01-09 00:00:00,2024-01-09 00:40:00,134,Delivered
194,98,2024-01-09 01:00:00,2024-01-09 01:40:00,212,Delivered
195,286,2024-01-09 02:00:00,2024-01-09 02:48:00,407,Delivered
196,249,2024-01-09 03:00:00,2024-01-09 05:25:00,152,Delivered
197,166,2024-01-09 04:00:00,2024-01-09 05:34:00,958,Cancelled
198,30,2024-01-09 05:00:00,2024-01-09 06:41:00,180,Delivered
199,247,2024-01-09 06:00:00,2024-01-09 08:27:00,715,Delivered
200,106,2024-01-09 07:00:00,2024-01-09 07:36:00,933,Delivered
201,51,2024-01-09 08:00:00,2024-01-09 09:30:00,468,Delivered
202,81,2024-01-09 09:00:00,2024-01-09 11:49:00,341,Delivered
203,133,2024-01-09 10:00:00,2024-01-09 12:19:00,130,Delivered
204,285,2024-01-09 11:00:00,2024-01-09 12:20:00,928,Delivered
205,138,2024-01-09 12:00:00,2024-01-09 13:15:00,803,Delivered
206,184,2024-01-09 13:00:00,2024-01-09 15:30:00,968,Delivered
207,273,2024-01-09 14:00:00,2024-01-09 16:34:00,460,Delivered
208,69,2024-01-09 15:00:00,2024-01-09 17:25:00,332,Delivered
209,34,2024-01-09 16:00:00,2024-01-09 17:44:00,709,Delivered
210,262,2024-01-09 17:00:00,2024-01-09 17:36:00,133,Delivered
211,53,2024-01-09 18:00:00,2024-01-09 18:40:00,342,Delivered
212,205,2024-01-09 19:00:00,2024-01-09 19:52:00,158,Cancelled
213,126,2024-01-09 20:00:00,2024-01-09 22:20:00,870,Delivered
214,235,2024-01-09 21:00:00,2024-01-09 22:23:00,628,Delivered
215,43,2024-01-09 22:00:00,2024-01-10 00:06:00,177,Delivered
216,240,2024-01-09 23:00:00,2024-01-10 00:47:00,817,Delivered
217,111,2024-01-10 00:00:00,2024-01-10 02:01:00,401,Delivered
218,249,2024-01-10 01:00:00,2024-01-10 03:02:00,777,Delivered
219,151,2024-01-10 02:00:00,2024-01-10 04:19:00,902,Delivered
220,183,2024-01-10 03:00:00,2024-01-10 05:11:00,996,Delivered
221,95,2024-01-10 04:00:00,2024-01-10 05:16:00,211,Delivered
222,8,2024-01-10 05:00:00,2024-01-10 06:33:00,512,Delivered
223,184,2024-01-10 06:00:00,2024-01-10 06:36:00,999,Delivered
224,281,2024-01-10 07:00:00,2024-01-10 08:43:00,416,Delivered
225,195,2024-01-10 08:00:00,2024-01-10 10:44:00,964,Delivered
226,195,2024-01-10 09:00:00,2024-01-10 10:19:00,244,Delivered
227,155,2024-01-10 10:00:00,2024-01-10 11:21:00,767,Delivered
228,93,2024-01-10 11:00:00,2024-01-10 11:33:00,789,Delivered
229,160,2024-01-10 12:00:00,2024-01-10 12:33:00,957,Delivered
230,61,2024-01-10 13:00:00,2024-01-10 14:04:00,747,Delivered
231,122,2024-01-10 14:00:00,2024-01-10 15:05:00,926,Delivered
232,51,2024-01-10 15:00:00,2024-01-10 17:32:00,117,Delivered
233,277,2024-01-10 16:00:00,2024-01-10 17:01:00,450,Delivered
234,5,2024-01-10 17:00:00,2024-01-10 19:55:00,254,Delivered
235,92,2024-01-10 18:00:00,2024-01-10 18:45:00,883,Delivered
236,170,2024-01-10 19:00:00,2024-01-10 20:00:00,605,Delivered
237,22,2024-01-10 20:00:00,2024-01-10 20:46:00,877,Delivered
238,1,2024-01-10 21:00:00,2024-01-10 22:08:00,459,Delivered
239,133,2024-01-10 22:00:00,2024-01-10 22:59:00,431,Delivered
240,233,2024-01-10 23:00:00,2024-01-11 00:35:00,627,Delivered
241,12,2024-01-11 00:00:00,2024-01-11 01:05:00,111,Delivered
242,46,2024-01-11 01:00:00,2024-01-11 01:30:00,174,Delivered
243,34,2024-01-11 02:00:00,2024-01-11 03:59:00,311,Delivered
244,78,2024-01-11 03:00:00,2024-01-11 05:43:00,790,Delivered
245,218,2024-01-11 04:00:00,2024-01-11 05:55:00,740,Delivered
246,73,2024-01-11 05:00:00,2024-01-11 07:55:00,382,Delivered
247,282,2024-01-11 06:00:00,2024-01-11 08:10:00,294,Delivered
248,249,2024-01-11 07:00:00,,879,Delivered
249,47,2024-01-11 08:00:00,2024-01-11 08:41:00,129,Delivered
250,121,2024-01-11 09:00:00,2024-01-11 11:46:00,108,Delivered
251,214,2024-01-11 10:00:00,2024-01-11 11:45:00,408,Delivered
252,239,2024-01-11 11:00:00,2024-01-11 13:26:00,544,Delivered
253,56,2024-01-11 12:00:00,2024-01-11 14:26:00,409,Delivered
254,107,2024-01-11 13:00:00,2024-01-11 13:47:00,776,Delivered
255,48,2024-01-11 14:00:00,2024-01-11 16:17:00,804,Delivered
256,61,2024-01-11 15:00:00,2024-01-11 17:31:00,525,Delivered
257,26,2024-01-11 16:00:00,2024-01-11 18:32:00,916,Delivered
258,292,2024-01-11 17:00:00,2024-01-11 19:22:00,871,Delivered
259,257,2024-01-11 18:00:00,2024-01-11 18:51:00,803,Delivered
260,8,2024-01-11 19:00:00,2024-01-11 21:36:00,690,Cancelled
261,113,2024-01-11 20:00:00,2024-01-11 20:54:00,790,Delivered
262,253,2024-01-11 21:00:00,2024-01-11 22:54:00,190,Delivered
263,180,2024-01-11 22:00:00,2024-01-12 00:53:00,555,Delivered
264,207,2024-01-11 23:00:00,2024-01-12 01:28:00,543,Delivered
265,127,2024-01-12 00:00:00,2024-01-12 02:59:00,826,Delivered
266,56,2024-01-12 01:00:00,2024-01-12 02:11:00,178,Delivered
267,214,2024-01-12 02:00:00,2024-01-12 03:43:00,574,Delivered
268,14,2024-01-12 03:00:00,2024-01-12 05:31:00,202,Delivered
269,28,2024-01-12 04:00:00,2024-01-12 06:32:00,722,Delivered
270,78,2024-01-12 05:00:00,2024-01-12 06:52:00,555,Delivered
271,216,2024-01-12 06:00:00,2024-01-12 06:58:00,413,Delivered
272,154,2024-01-12 07:00:00,2024-01-12 07:35:00,346,Delivered
273,14,2024-01-12 08:00:00,2024-01-12 09:07:00,333,Delivered
274,187,2024-01-12 09:00:00,2024-01-12 11:56:00,693,Delivered
275,7,2024-01-12 10:00:00,2024-01-12 10:37:00,743,Delivered
276,3,2024-01-12 11:00:00,2024-01-12 12:53:00,334,Delivered
277,111,2024-01-12 12:00:00,2024-01-12 13:54:00,889,Delivered
278,238,2024-01-12 13:00:00,2024-01-12 15:45:00,486,Delivered
279,239,2024-01-12 14:00:00,2024-01-12 15:46:00,946,Delivered
280,274,2024-01-12 15:00:00,2024-01-12 15:38:00,710,Delivered
281,294,2024-01-12 16:00:00,2024-01-12 17:46:00,137,Delivered
282,227,2024-01-12 17:00:00,2024-01-12 18:40:00,260,Delivered
283,15,2024-01-12 18:00:00,2024-01-12 20:11:00,561,Delivered
284,192,2024-01-12 19:00:00,2024-01-12 19:51:00,548,Delivered
285,119,2024-01-12 20:00:00,2024-01-12 20:30:00,216,Delivered
286,28,2024-01-12 21:00:00,2024-01-12 23:19:00,340,Delivered
287,202,2024-01-12 22:00:00,2024-01-13 00:22:00,125,Delivered
288,39,2024-01-12 23:00:00,2024-01-12 23:41:00,747,Delivered
289,273,2024-01-13 00:00:00,2024-01-13 02:21:00,661,Delivered
290,231,2024-01-13 01:00:00,2024-01-13 03:30:00,905,Delivered
291,86,2024-01-13 02:00:00,2024-01-13 04:43:00,397,Delivered
292,126,2024-01-13 03:00:00,2024-01-13 03:54:00,904,Delivered
293,300,2024-01-13 04:00:00,2024-01-13 06:50:00,253,Delivered
294,25,2024-01-13 05:00:00,2024-01-13 05:57:00,831,Delivered
295,145,2024-01-13 06:00:00,2024-01-13 07:32:00,751,Delivered
296,13,2024-01-13 07:00:00,2024-01-13 08:25:00,567,Delivered
297,212,2024-01-13 08:00:00,2024-01-13 10:20:00,148,Cancelled
298,25,2024-01-13 09:00:00,2024-01-13 10:37:00,753,Delivered
299,68,2024-01-13 10:00:00,2024-01-13 11:36:00,145,Delivered
300,67,2024-01-13 11:00:00,2024-01-13 11:35:00,774,Delivered
301,233,2024-01-13 12:00:00,2024-01-13 14:03:00,384,Delivered
302,109,2024-01-13 13:00:00,2024-01-13 13:54:00,879,Delivered
303,146,2024-01-13 14:00:00,2024-01-13 15:51:00,727,Cancelled
304,111,2024-01-13 15:00:00,2024-01-13 16:35:00,181,Delivered
305,228,2024-01-13 16:00:00,2024-01-13 17:14:00,143,Delivered
306,111,2024-01-13 17:00:00,2024-01-13 18:32:00,805,Delivered
307,34,2024-01-13 18:00:00,2024-01-13 20:23:00,869,Delivered
308,111,2024-01-13 19:00:00,2024-01-13 21:56:00,372,Delivered
309,264,2024-01-13 20:00:00,2024-01-13 21:22:00,493,Delivered
310,236,2024-01-13 21:00:00,2024-01-13 21:43:00,885,Delivered
311,83,2024-01-13 22:00:00,2024-01-13 23:20:00,889,Delivered
312,42,2024-01-13 23:00:00,2024-01-13 23:48:00,694,Delivered
313,101,2024-01-14 00:00:00,2024-01-14 02:01:00,157,Delivered
314,6,2024-01-14 01:00:00,2024-01-14 02:02:00,664,Delivered
315,180,2024-01-14 02:00:00,2024-01-14 04:32:00,100,Delivered
316,282,2024-01-14 03:00:00,2024-01-14 05:35:00,315,Delivered
317,226,2024-01-14 04:00:00,2024-01-14 06:08:00,416,Delivered
318,229,2024-01-14 05:00:00,2024-01-14 06:49:00,327,Delivered
319,289,2024-01-14 06:00:00,2024-01-14 08:35:00,572,Delivered
320,150,2024-01-14 07:00:00,2024-01-14 08:23:00,583,Delivered
321,277,2024-01-14 08:00:00,2024-01-14 08:57:00,865,Delivered
322,198,2024-01-14 09:00:00,2024-01-14 10:15:00,770,Delivered
323,70,2024-01-14 10:00:00,,386,Cancelled
324,112,2024-01-14 11:00:00,2024-01-14 12:54:00,610,Delivered
325,4,2024-01-14 12:00:00,2024-01-14 13:54:00,677,Delivered
326,95,2024-01-14 13:00:00,2024-01-14 14:34:00,920,Delivered
327,152,2024-01-14 14:00:00,2024-01-14 16:24:00,557,Delivered
328,137,2024-01-14 15:00:00,2024-01-14 17:16:00,194,Delivered
329,247,2024-01-14 16:00:00,2024-01-14 17:46:00,592,Delivered
330,243,2024-01-14 17:00:00,2024-01-14 18:56:00,864,Delivered
331,31,2024-01-14 18:00:00,2024-01-14 20:58:00,249,Delivered
332,40,2024-01-14 19:00:00,2024-01-14 21:00:00,122,Delivered
333,229,2024-01-14 20:00:00,2024-01-14 21:57:00,855,Delivered
334,36,2024-01-14 21:00:00,2024-01-14 23:44:00,314,Delivered
335,223,2024-01-14 22:00:00,2024-01-14 23:53:00,498,Delivered
336,6,2024-01-14 23:00:00,2024-01-15 01:00:00,509,Delivered
337,220,2024-01-15 00:00:00,2024-01-15 02:18:00,230,Delivered
338,75,2024-01-15 01:00:00,2024-01-15 01:50:00,954,Delivered
339,4,2024-01-15 02:00:00,2024-01-15 04:21:00,247,Delivered
340,134,2024-01-15 03:00:00,2024-01-15 04:56:00,480,Delivered
341,118,2024-01-15 04:00:00,2024-01-15 06:26:00,208,Delivered
342,94,2024-01-15 05:00:00,2024-01-15 05:57:00,651,Delivered
343,62,2024-01-15 06:00:00,2024-01-15 06:54:00,220,Delivered
344,194,2024-01-15 07:00:00,2024-01-15 08:10:00,394,Delivered
345,203,2024-01-15 08:00:00,2024-01-15 09:07:00,219,Cancelled
346,26,2024-01-15 09:00:00,2024-01-15 10:44:00,555,Cancelled
347,173,2024-01-15 10:00:00,2024-01-15 10:32:00,629,Delivered
348,300,2024-01-15 11:00:00,2024-01-15 13:08:00,268,Delivered
349,133,2024-01-15 12:00:00,2024-01-15 12:48:00,809,Delivered
350,118,2024-01-15 13:00:00,2024-01-15 15:25:00,242,Delivered
351,275,2024-01-15 14:00:00,2024-01-15 15:04:00,136,Delivered
352,212,2024-01-15 15:00:00,2024-01-15 17:35:00,797,Delivered
353,225,2024-01-15 16:00:00,2024-01-15 17:58:00,360,Delivered
354,20,2024-01-15 17:00:00,2024-01-15 19:56:00,330,Delivered
355,113,2024-01-15 18:00:00,2024-01-15 18:54:00,353,Delivered
356,140,2024-01-15 19:00:00,2024-01-15 20:42:00,428,Delivered
357,47,2024-01-15 20:00:00,2024-01-15 22:56:00,396,Delivered
358,1,2024-01-15 21:00:00,2024-01-15 22:49:00,109,Delivered
359,90,2024-01-15 22:00:00,2024-01-16 00:55:00,545,Delivered
360,142,2024-01-15 23:00:00,2024-01-16 01:34:00,935,Delivered
361,38,2024-01-16 00:00:00,2024-01-16 00:50:00,329,Delivered
362,293,2024-01-16 01:00:00,2024-01-16 03:05:00,635,Delivered
363,139,2024-01-16 02:00:00,2024-01-16 03:08:00,177,Delivered
364,259,2024-01-16 03:00:00,2024-01-16 03:39:00,524,Delivered
365,161,2024-01-16 04:00:00,2024-01-16 04:47:00,292,Delivered
366,178,2024-01-16 05:00:00,2024-01-16 07:34:00,500,Delivered
367,10,2024-01-16 06:00:00,2024-01-16 06:44:00,208,Delivered
368,261,2024-01-16 07:00:00,2024-01-16 07:38:00,891,Delivered
369,138,2024-01-16 08:00:00,2024-01-16 10:41:00,362,Delivered
370,172,2024-01-16 09:00:00,2024-01-16 11:52:00,428,Delivered
371,13,2024-01-16 10:00:00,2024-01-16 11:21:00,462,Delivered
372,168,2024-01-16 11:00:00,2024-01-16 11:34:00,966,Delivered
373,130,2024-01-16 12:00:00,2024-01-16 14:55:00,477,Delivered
374,84,2024-01-16 13:00:00,2024-01-16 15:02:00,879,Delivered
375,101,2024-01-16 14:00:00,2024-01-16 16:18:00,440,Delivered
376,273,2024-01-16 15:00:00,2024-01-16 17:04:00,358,Delivered
