OrderDetailsID,OrderID,ProductName,Quantity,PricePerUnit
297,3888,Milk,1,75
298,2910,Soap,3,142
299,2567,Bread,3,42
300,1435,Rice,2,28
301,3413,Snacks,2,23
302,711,Shampoo,1,140
303,1648,Milk,4,117
304,89,Butter,4,102
305,1664,Snacks,1,53
306,3302,Shampoo,3,124
307,1042,Bread,2,126
308,3873,Bread,1,62
309,2721,Fruits,1,31
310,2912,Eggs,3,35
311,2938,Butter,2,81
312,3353,Eggs,4,36
313,1934,Milk,4,34
314,422,Fruits,1,45
315,3750,Bread,1,64
316,3844,Bread,1,149
317,876,Snacks,1,84
318,2750,Juice,1,113
319,338,Soap,4,49
320,266,Bread,1,87
321,2851,Rice,2,125
322,1379,Soap,3,63
323,2408,Snacks,4,115
324,3062,Rice,3,79
325,1815,Soap,3,20
326,2265,Eggs,1,38
327,321,Soap,3,52
328,850,Fruits,2,110
329,719,Bread,1,43
330,3737,Fruits,4,102
331,992,Juice,2,144
332,3765,Eggs,4,28
333,3284,Milk,1,25
334,1809,Snacks,1,77
335,3001,Bread,4,119
336,3275,Milk,3,141
337,717,Milk,4,120
338,985,Snacks,2,30
339,1940,Milk,3,20
340,896,Shampoo,1,100
341,1177,Fruits,2,129
342,3754,Butter,2,119
343,3501,Butter,1,124
344,1777,Juice,3,118
345,2335,Bread,1,28
346,2805,Juice,2,76
347,3393,Bread,2,143
348,1460,Butter,2,25
349,1616,Rice,1,82
350,2544,Juice,4,137
351,3676,Fruits,2,84
352,1173,Fruits,2,71
353,542,Shampoo,3,84
354,635,Butter,4,144
355,3971,Juice,3,119
356,3554,Fruits,2,115
357,1350,Butter,4,27
358,2987,Fruits,3,33
359,3101,Bread,1,43
360,3331,Snacks,3,112
361,698,Eggs,4,44
362,1953,Rice,3,148
363,2123,Butter,4,106
364,3629,Shampoo,4,52
365,1605,Juice,3,75
366,498,Shampoo,3,47
367,3488,Rice,1,48
368,3951,Rice,3,42
369,722,Rice,4,57
370,1775,Rice,2,62
371,1364,Fruits,3,29
372,308,Soap,3,46
373,2752,Juice,4,104
374,884,Juice,2,32
375,3687,Eggs,1,77
376,1265,Snacks,2,22
377,253,Bread,4,119
378,936,Eggs,4,123
379,1244,Bread,4,24
380,2445,Soap,4,41
381,3034,Butter,2,85
382,3408,Rice,2,108
383,1753,Soap,2,59
384,1738,Soap,3,107
385,1053,Soap,4,141
386,494,Soap,3,24
387,959,Soap,3,136
388,2022,Shampoo,3,34
389,1748,Bread,1,94
390,3574,Shampoo,3,99
391,1178,Soap,4,37
392,992,Rice,3,121
393,3303,Milk,4,72
394,2150,Juice,1,77
395,2875,Bread,2,131
396,2225,Rice,4,104
397,3765,Juice,3,94
398,3032,Soap,4,77
399,927,Shampoo,3,135
400,2280,Shampoo,2,78
401,2060,Milk,4,49
402,1210,Snacks,3,87
403,2809,Soap,4,94
404,932,Rice,2,87
405,2314,Eggs,2,76
406,1926,Fruits,2,60
407,1159,Eggs,4,23
408,757,Shampoo,4,58
409,1055,Eggs,3,128
410,3931,Bread,2,125
411,456,Shampoo,3,127
412,259,Soap,4,30
413,3176,Soap,1,30
414,431,Bread,2,73
415,3454,Fruits,3,39
416,2517,Juice,2,147
417,3585,Bread,3,95
418,1965,Juice,3,138
419,1974,Butter,1,33
420,3279,Shampoo,4,142
421,647,Milk,2,44
422,447,Fruits,4,125
423,2831,Snacks,3,125
424,1113,Fruits,4,122
425,195,Juice,1,29
426,1438,Butter,4,33
427,1146,Juice,3,41
428,2510,Shampoo,3,94
429,1140,Juice,1,48
430,196,Rice,2,54
431,2084,Soap,1,90
432,2115,Snacks,2,113
433,645,Butter,3,23
434,3353,Rice,4,70
435,3551,Juice,3,113
436,1035,Snacks,1,49
437,1754,Fruits,1,113
438,322,Eggs,4,129
439,1692,Rice,1,93
440,2288,Eggs,3,106
441,1017,Bread,4,95
442,3132,Eggs,2,45
443,650,Rice,1,120
444,2610,Milk,2,134
445,1703,Shampoo,4,125
446,2213,Bread,1,122
447,831,Eggs,4,123
448,189,Juice,1,96
449,1511,Rice,1,114
450,92,Butter,1,126
451,3878,Juice,4,131
452,1912,Fruits,4,71
453,2337,Juice,3,37
454,3581,Rice,3,76
455,3147,Milk,4,52
456,1581,Fruits,4,123
457,3500,Shampoo,1,38
458,1409,Eggs,3,26
459,3125,Bread,3,45
460,175,Fruits,4,106
461,1697,Eggs,3,117
462,3651,Butter,4,51
463,474,Fruits,3,53
464,1935,Fruits,2,74
465,3433,Bread,2,62
466,270,Eggs,3,38
467,2045,Shampoo,4,76
468,2455,Bread,2,99
469,3196,Eggs,1,21
470,694,Shampoo,4,68
471,376,Butter,2,109
472,1416,Milk,1,41
473,2230,Bread,2,110
474,2084,Eggs,2,48
475,1236,Shampoo,1,25
476,3968,Shampoo,1,142
477,1972,Fruits,3,104
478,134,Fruits,2,142
479,2913,Eggs,1,123
480,924,Juice,3,33
481,690,Butter,1,89
482,1702,Rice,3,121
483,3998,Rice,3,88
484,2030,Shampoo,1,98
485,2539,Shampoo,1,57
486,1873,Milk,2,81
487,841,Soap,2,99
488,988,Shampoo,3,136
489,1462,Juice,1,145
490,839,Butter,2,43
491,3118,Rice,3,118
492,2716,Butter,2,33
493,3473,Bread,3,113
494,3560,Shampoo,2,43
495,3068,Juice,1,32
496,2480,Eggs,4,48
497,1452,Fruits,4,41
498,748,Shampoo,3,21
499,2876,Shampoo,4,122
500,3644,Juice,4,55
501,2565,Soap,3,57
502,2510,Butter,4,37
503,966,Juice,2,70
504,1927,Snacks,2,147
505,2039,Snacks,2,36
506,2229,Snacks,1,131
507,145,Soap,2,96
508,1851,Juice,4,41
509,3337,Milk,4,142
510,735,Shampoo,2,147
511,2454,Shampoo,1,109
512,2861,Snacks,2,26
513,3017,Fruits,1,34
514,3003,Juice,1,59
515,3920,Juice,2,121
516,2532,Eggs,1,117
517,2530,Rice,4,139
518,3309,Milk,2,37
519,3597,Fruits,4,21
520,2387,Soap,1,139
521,2316,Bread,3,73
522,2314,Soap,2,116
523,528,Soap,3,92
524,3164,Rice,3,111
525,3320,Soap,3,27
526,3091,Rice,3,119
527,2920,Eggs,4,58
528,3462,Rice,2,125
529,1412,Soap,4,69
530,2974,Butter,1,102
531,3687,Eggs,2,46
532,1119,Shampoo,2,96
533,430,Soap,4,57
534,2843,Rice,1,40
535,2989,Bread,3,64
536,3797,Soap,1,49
537,1061,Eggs,4,114
538,1417,Rice,4,71
539,1597,Fruits,4,125
540,3363,Juice,3,60
541,1898,Soap,2,100
542,2351,Shampoo,1,43
543,1780,Snacks,1,122
544,3989,Fruits,3,21
545,2449,Fruits,4,79
546,2871,Milk,1,70
547,2392,Juice,2,148
548,2911,Soap,1,110
549,518,Fruits,4,120
550,1401,Milk,1,133
551,3890,Juice,4,25
552,165,Juice,2,73
553,3085,Eggs,3,46
554,2073,Soap,4,99
555,3808,Shampoo,4,82
556,1147,Fruits,1,118
557,129,Fruits,3,110
558,2865,Bread,4,54
559,1658,Rice,1,77
560,3619,Bread,2,55
561,1018,Fruits,3,121
562,595,Soap,1,111
563,1333,Bread,3,75
564,2484,Shampoo,4,86
565,182,Shampoo,1,76
566,1612,Butter,2,50
567,2664,Butter,2,71
568,744,Butter,1,124
569,1839,Juice,1,130
570,2091,Soap,3,111
571,2452,Bread,1,56
572,1953,Juice,3,136
573,605,Bread,4,86
574,2704,Soap,1,68
575,1790,Milk,4,47
576,1614,Snacks,2,51
577,263,Eggs,3,118
578,2118,Butter,3,90
579,661,Soap,2,51
580,1316,Eggs,4,87
581,3286,Snacks,3,89
582,2920,Milk,2,67
583,822,Shampoo,2,115
584,2195,Fruits,2,127
585,2073,Eggs,1,65
586,1347,Snacks,4,86
587,2020,Juice,2,48
588,3181,Soap,4,102
589,2741,Soap,3,90
590,2299,Shampoo,1,84
591,2530,Fruits,2,41
592,2763,Butter,2,119
593,816,Bread,2,33
594,682,Eggs,3,25
595,2223,Juice,1,66
596,3419,Soap,4,53
597,1194,Rice,4,20
598,2,Bread,4,27
599,3718,Juice,4,41
600,639,Shampoo,4,87
601,3630,Bread,4,53
602,2754,Soap,4,56
603,2410,Eggs,1,140
604,3793,Soap,1,42
605,3368,Butter,3,103
606,2618,Butter,2,136
607,590,Snacks,1,43
608,202,Juice,2,88
609,1005,Butter,3,99
610,1313,Snacks,1,79
611,2026,Eggs,3,57
612,3134,Shampoo,1,96
613,3574,Juice,1,104
614,1804,Eggs,4,148
615,126,Bread,2,23
616,3040,Snacks,3,133
617,2097,Snacks,4,99
618,3672,Juice,1,128
619,846,Butter,1,50
620,1797,Bread,3,147
621,179,Bread,2,98
622,1605,Snacks,3,24
623,1903,Rice,1,146
624,4000,Snacks,4,105
625,493,Butter,3,105
626,3505,Butter,4,43
627,2620,Butter,2,64
628,2350,Bread,2,130
629,964,Shampoo,4,53
630,3833,Milk,2,141
631,3038,Soap,4,128
632,1193,Fruits,4,42
633,3025,Rice,4,48
634,1987,Snacks,2,25
635,269,Juice,4,71
636,1388,Fruits,2,108
637,624,Fruits,4,108
638,2148,Shampoo,4,141
639,3986,Rice,2,36
640,2263,Butter,4,47
641,2673,Juice,4,28
642,2145,Butter,2,134
643,819,Milk,1,143
644,2678,Rice,3,23
645,548,Fruits,2,55
646,337,Juice,4,84
647,359,Butter,3,22
648,3362,Fruits,3,56
649,1420,Juice,4,128
650,1925,Eggs,4,22
651,816,Bread,1,75
652,360,Fruits,4,80
653,3063,Butter,3,87
654,347,Rice,4,98
655,1148,Eggs,3,90
656,552,Soap,2,130
657,3725,Shampoo,2,42
658,2586,Snacks,3,33
659,2702,Bread,2,52
660,1888,Soap,1,28
661,1931,Juice,3,136
662,422,Rice,3,114
663,336,Snacks,4,22
664,1527,Juice,1,65
665,57,Bread,4,55
666,1686,Butter,1,32
667,3065,Juice,1,104
668,3951,Fruits,1,62
669,2960,Juice,3,147
670,2765,Rice,2,66
671,3148,Milk,2,38
672,3538,Milk,4,102
673,2333,Eggs,4,116
674,722,Shampoo,2,118
675,386,Bread,2,48
676,950,Rice,1,147
677,2818,Juice,4,91
678,3331,Shampoo,4,84
679,1501,Snacks,4,57
680,1720,Soap,4,143
681,2888,Bread,2,113
682,2059,Juice,2,52
683,3020,Shampoo,3,32
684,2720,Milk,3,120
685,260,Milk,2,146
686,393,Rice,1,96
687,600,Soap,2,140
688,3441,Bread,1,68
689,3256,Shampoo,4,129
690,1040,Rice,3,55
691,756,Shampoo,1,112
692,3578,Butter,4,43
693,3158,Bread,2,100
694,2759,Eggs,3,117
695,3082,Rice,2,124
696,477,Milk,4,24
697,1188,Eggs,4,148
698,2072,Juice,2,90
699,1600,Eggs,4,141
700,2360,Eggs,4,22
701,3310,Rice,1,55
702,2510,Fruits,2,140
703,3534,Eggs,2,34
704,3929,Eggs,3,35
705,1262,Shampoo,1,82
706,2070,Bread,1,42
707,2228,Milk,4,96
708,1842,Rice,3,20
709,1583,Soap,3,95
710,2839,Eggs,1,46
711,1760,Snacks,3,44
712,730,Bread,1,105
713,3571,Soap,3,81
714,1499,Shampoo,1,112
715,749,Soap,1,49
716,716,Soap,4,103
717,2387,Soap,4,144
718,531,Snacks,3,53
719,692,Bread,4,23
720,2210,Soap,2,50
721,3869,Juice,2,70
722,3133,Fruits,3,69
723,1109,Butter,1,33
724,1571,Milk,4,27
725,490,Juice,3,120
726,5,Eggs,2,88
727,76,Shampoo,1,48
728,1277,Butter,4,83
729,2055,Rice,1,68
730,2729,Bread,1,38
731,3714,Butter,4,146
732,473,Eggs,4,102
733,3210,Eggs,2,115
734,1382,Juice,2,134
735,2860,Milk,1,122
736,838,Juice,1,136
737,603,Soap,2,97
738,1187,Rice,2,90
739,2366,Shampoo,1,39
740,1482,Milk,3,115
741,3325,Bread,3,129
742,3273,Bread,3,114
743,3604,Fruits,4,105
744,1765,Milk,2,114
745,1699,Milk,3,98
746,3237,Bread,3,56
747,232,Butter,2,38
748,328,Bread,4,63
749,2286,Butter,3,108
750,1144,Eggs,4,56
751,950,Eggs,4,77
752,1887,Shampoo,1,147
753,2943,Soap,2,62
754,3953,Rice,1,67
755,2667,Shampoo,3,75
756,2298,Milk,1,130
757,1360,Juice,2,51
758,1308,Butter,4,73
759,198,Shampoo,4,80
760,416,Eggs,3,129
761,2780,Juice,2,130
762,1419,Soap,4,119
763,938,Rice,3,88
764,3223,Juice,2,21
765,3870,Shampoo,2,131
766,3337,Bread,1,118
767,1244,Fruits,4,122
768,1240,Juice,2,31
769,1339,Shampoo,4,144
770,1692,Snacks,4,64
771,216,Soap,2,26
772,3407,Snacks,4,86
773,3431,Rice,1,89
774,1650,Rice,3,116
775,1185,Juice,3,72
776,2863,Juice,2,112
777,610,Butter,1,77
778,2559,Bread,3,88
779,918,Shampoo,1,66
780,157,Rice,2,62
781,162,Rice,1,81
782,42,Rice,2,74
783,3252,Rice,3,126
784,2351,Eggs,3,68
785,1354,Eggs,3,125
786,1587,Eggs,3,97
787,3062,Soap,4,138
788,2812,Fruits,1,47
789,1453,Milk,1,76
790,3422,Eggs,1,139
791,120,Butter,2,139
792,1099,Bread,3,23
793,2038,Fruits,3,39
794,2722,Rice,4,136
795,2709,Milk,4,108
796,123,Milk,3,72
797,2701,Soap,1,58
798,3254,Butter,1,72
799,2969,Milk,3,140
800,3062,Snacks,2,105
801,3962,Shampoo,1,118
802,789,Rice,3,137
803,257,Snacks,3,111
804,1861,Milk,4,132
805,2805,Milk,4,102
806,2646,Milk,3,84
807,3655,Soap,2,20
808,1293,Snacks,3,149
809,3565,Eggs,1,47
810,3252,Eggs,2,103
811,2839,Eggs,2,47
812,1173,Bread,4,143
813,3590,Butter,3,50
814,1172,Snacks,4,91
815,3916,Shampoo,1,67
816,680,Eggs,4,45
817,3081,Rice,1,108
818,1202,Snacks,3,124
819,2844,Butter,3,76
820,3467,Milk,4,134
821,3700,Juice,4,139
822,608,Soap,4,20
823,331,Eggs,1,101
824,3928,Rice,2,48
825,2104,Butter,2,33
826,1231,Eggs,4,149
827,2153,Rice,4,90
828,547,Soap,3,144
829,3793,Rice,4,98
830,793,Soap,3,126
831,1905,Butter,1,117
832,1379,Bread,1,37
833,1683,Eggs,1,65
834,489,Eggs,1,101
835,1823,Butter,4,142
836,3665,Bread,4,117
837,1527,Bread,3,65
838,3122,Eggs,4,122
839,3159,Milk,3,56
840,3775,Soap,1,37
841,2351,Fruits,3,123
842,3073,Eggs,3,141
843,3453,Milk,4,113
844,650,Eggs,1,119
845,648,Milk,2,47
846,1386,Eggs,4,34
847,381,Butter,4,147
848,3738,Fruits,2,62
849,2210,Snacks,1,52
850,2067,Snacks,2,149
851,3022,Shampoo,3,27
852,1864,Soap,2,131
853,2291,Butter,1,52
854,129,Fruits,1,109
855,1200,Milk,2,135
856,409,Soap,4,39
857,792,Fruits,2,142
858,2991,Bread,3,55
859,1108,Soap,2,117
860,3448,Butter,2,96
861,222,Shampoo,2,145
862,3397,Butter,3,58
863,3523,Milk,2,90
864,1440,Snacks,4,125
865,3729,Rice,3,74
866,2493,Juice,4,137
867,618,Rice,3,113
868,1349,Juice,1,117
869,2571,Butter,1,28
870,2214,Fruits,3,88
871,2756,Milk,3,102
872,2791,Eggs,3,47
873,3731,Snacks,1,36
874,3943,Soap,3,41
875,3310,Shampoo,1,132
876,3057,Milk,1,127
877,2961,Butter,3,79
878,1037,Bread,3,63
879,3803,Bread,3,62
880,3329,Milk,1,74
881,3586,Juice,2,30
882,3282,Bread,3,74
883,3556,Butter,2,148
884,2413,Shampoo,2,27
885,225,Eggs,2,100
886,3044,Soap,4,98
887,2242,Rice,2,84
888,3268,Fruits,2,79
889,3472,Rice,1,114
890,3844,Juice,4,75
891,57,Bread,1,147
892,3697,Eggs,1,141
893,2261,Soap,2,50
894,3351,Shampoo,1,104
895,3828,Snacks,3,106
896,1404,Milk,2,145
897,117,Fruits,3,100
898,3970,Snacks,2,41
899,3523,Fruits,2,75
900,2647,Rice,2,105
901,410,Bread,4,142
902,1917,Shampoo,2,130
903,3439,Eggs,3,27
904,3847,Fruits,2,81
905,2860,Fruits,2,97
906,2977,Soap,1,41
907,3185,Butter,2,34
908,1984,Fruits,2,50
909,3236,Milk,2,106
910,2052,Shampoo,2,88
911,3702,Shampoo,2,128
912,23,Snacks,2,100
913,2969,Milk,4,59
914,745,Eggs,3,88
915,602,Juice,4,90
916,3036,Butter,3,83
917,3839,Juice,4,27
918,3164,Snacks,2,90
919,2517,Shampoo,4,105
920,970,Milk,3,63
921,1179,Juice,1,57
922,1843,Eggs,1,136
923,2675,Eggs,2,23
924,2255,Bread,2,74
925,3062,Fruits,3,112
926,81,Fruits,1,78
927,2663,Eggs,2,113
928,483,Milk,4,86
929,2640,Snacks,4,24
930,1431,Bread,1,102
931,3175,Soap,3,91
932,3312,Eggs,2,146
933,3337,Milk,2,56
934,33,Rice,2,46
935,2083,Shampoo,1,32
936,1273,Juice,4,84
937,3048,Milk,3,60
938,3122,Rice,1,34
939,280,Fruits,1,34
940,2008,Rice,2,20
941,3826,Eggs,4,34
942,2200,Butter,3,67
943,1683,Soap,3,91
944,1575,Juice,2,136
945,701,Fruits,3,46
946,3609,Rice,4,79
947,1780,Butter,2,85
948,2783,Fruits,2,71
949,1019,Eggs,4,100
950,1254,Rice,3,54
951,665,Milk,4,140
952,2971,Fruits,3,61
953,1312,Milk,3,64
954,1419,Rice,3,71
955,2501,Eggs,4,48
956,2668,Soap,4,76
957,1057,Snacks,1,38
958,1939,Soap,4,27
959,1387,Rice,2,85
960,1135,Rice,2,102
961,1145,Bread,2,47
962,2064,Rice,2,108
963,739,Snacks,1,94
964,1547,Butter,4,59
965,2763,Milk,4,149
966,2762,Eggs,3,95
967,2146,Juice,4,95
968,2164,Rice,3,133
969,3013,Soap,3,114
970,1495,Bread,2,73
971,1463,Bread,1,21
972,3353,Soap,1,99
973,349,Shampoo,4,84
974,232,Rice,3,71
975,1997,Milk,2,53
976,3183,Bread,3,64
977,3424,Butter,2,148
978,3084,Eggs,3,119
979,3032,Milk,4,71
980,3560,Butter,4,86
981,1557,Bread,3,117
982,2687,Rice,1,95
983,2333,Juice,2,75
984,1971,Milk,1,128
985,1657,Soap,1,69
986,2684,Rice,3,120
987,1943,Bread,2,138
988,545,Eggs,2,134
989,392,Eggs,4,92
990,1194,Butter,3,75
991,2125,Snacks,3,69
992,1989,Shampoo,3,22
993,297,Eggs,4,83
994,2378,Milk,4,73
995,1087,Rice,2,55
996,270,Milk,4,63
997,2264,Fruits,3,138
998,3262,Juice,3,112
999,1099,Rice,1,89
1000,1710,Snacks,4,121
1001,510,Snacks,3,30
1002,2627,Eggs,3,129
1003,1117,Snacks,2,80
1004,1077,Shampoo,4,35
1005,496,Soap,3,26
1006,2996,Eggs,2,30
1007,94,Rice,1,83
1008,625,Juice,1,147
1009,229,Soap,2,25
1010,2298,Bread,4,139
1011,1415,Snacks,3,67
1012,721,Rice,4,88
1013,980,Rice,2,140
1014,2230,Snacks,3,25
1015,267,Soap,3,104
1016,1004,Milk,3,129
1017,281,Soap,4,47
1018,962,Milk,4,128
1019,2715,Eggs,2,100
1020,1107,Shampoo,1,120
1021,1210,Butter,2,77
1022,3933,Rice,3,43
1023,3723,Shampoo,2,87
1024,3639,Milk,1,126
1025,2579,Soap,2,29
1026,1372,Eggs,1,40
1027,423,Snacks,1,143
1028,3029,Bread,3,132
1029,3930,Snacks,1,116
1030,2006,Snacks,4,101
1031,454,Shampoo,2,116
1032,2315,Bread,2,112
1033,507,Soap,4,114
1034,1166,Juice,4,43
1035,316,Rice,3,143
1036,1700,Shampoo,2,97
1037,764,Soap,4,73
1038,1256,Eggs,3,55
1039,3369,Eggs,2,131
1040,898,Rice,2,41
1041,953,Soap,4,27
1042,2923,Shampoo,1,145
1043,1596,Bread,1,97
1044,2964,Eggs,4,26
1045,2070,Soap,1,87
1046,384,Bread,2,81
1047,3198,Soap,3,126
